user_id,signup_date,email_domain,email_type,first_api_call_date,total_credit_spend_usd,days_active,primary_product,products_used,integration_method,purchased,purchase_date,became_sql,sql_date,monthly_usage_pattern
usr_01370,2026-02-26,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01371,2026-01-22,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01372,2026-01-27,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01373,2025-11-21,dialogflow.dev,business,,0.0,0,,,none,False,,False,,[]
usr_01374,2025-09-30,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01375,2025-09-01,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01376,2026-02-11,gmail.com,personal,2026-02-14,2.49,4,stt,stt,sdk,False,,False,,[2.49]
usr_01377,2025-12-04,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01378,2025-10-02,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01379,2025-11-30,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01380,2025-11-25,finserv.co,business,,0.0,0,,,none,False,,False,,[]
usr_01381,2025-10-12,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01382,2026-02-22,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01383,2025-09-26,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01384,2025-09-05,outlook.com,personal,2025-09-08,0.45,1,tts,tts,console_only,False,,False,,"[0.17, 0.08, 0.08, 0.04, 0.08]"
usr_01385,2025-10-02,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01386,2026-02-13,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01387,2025-10-28,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01388,2025-12-16,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01389,2025-09-04,speechlab.com,business,,0.0,0,,,none,False,,False,,[]
usr_01390,2026-02-01,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01391,2025-11-01,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01392,2025-09-14,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01393,2025-12-09,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01394,2025-10-11,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01395,2025-10-01,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01396,2025-11-06,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01397,2025-09-24,acme.com,business,,0.0,0,,,none,False,,False,,[]
usr_01398,2026-03-01,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01399,2025-10-04,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01400,2025-11-01,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01401,2025-11-02,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01402,2026-02-16,voiceapp.ai,business,,0.0,0,,,none,False,,False,,[]
usr_01403,2026-01-27,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01404,2025-09-28,edtech.edu,business,,0.0,0,,,none,False,,False,,[]
usr_01405,2025-12-02,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01406,2025-09-06,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01407,2026-02-23,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01408,2025-10-12,acme.com,business,,0.0,0,,,none,False,,False,,[]
usr_01409,2025-09-09,startupxyz.com,business,,0.0,0,,,none,False,,False,,[]
usr_01410,2026-01-18,telcopartner.net,business,,0.0,0,,,none,False,,False,,[]
usr_01411,2025-09-08,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01412,2025-12-03,retailbrand.com,business,2025-12-03,1.32,2,tts,tts,direct_api,False,,False,,"[0.42, 0.9]"
usr_01413,2026-01-10,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01414,2025-11-11,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01415,2025-11-19,retailbrand.com,business,,0.0,0,,,none,False,,False,,[]
usr_01416,2025-12-18,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01417,2026-02-03,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01418,2026-02-09,outlook.com,personal,2026-02-09,6.28,3,audio_intelligence,audio_intelligence,direct_api,False,,False,,[6.28]
usr_01419,2025-12-19,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01420,2025-12-05,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01421,2026-02-24,startupxyz.com,business,,0.0,0,,,none,False,,False,,[]
usr_01422,2025-10-30,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01423,2025-10-26,edtech.edu,business,,0.0,0,,,none,False,,False,,[]
usr_01424,2026-02-19,dialogflow.dev,business,,0.0,0,,,none,False,,False,,[]
usr_01425,2025-11-21,techcorp.io,business,,0.0,0,,,none,False,,False,,[]
usr_01426,2025-12-17,cloudops.com,business,2025-12-17,1.43,1,tts,tts,console_only,False,,False,,"[0.52, 0.91]"
usr_01427,2025-09-11,gmail.com,personal,2025-09-11,38.93,6,stt,stt,sdk,False,,False,,"[9.03, 15.24, 5.83, 1.93, 6.9]"
usr_01428,2026-02-12,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01429,2025-09-27,techcorp.io,business,,0.0,0,,,none,False,,False,,[]
usr_01430,2026-02-24,yahoo.com,personal,2026-02-24,68.44,4,voice_agent,voice_agent,direct_api,False,,False,,[68.44]
usr_01431,2025-11-24,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01432,2025-10-14,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01433,2025-10-08,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01434,2025-12-24,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01435,2026-02-17,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01436,2025-10-28,callbot.co,business,,0.0,0,,,none,False,,False,,[]
usr_01437,2025-11-02,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01438,2025-09-20,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01439,2025-12-29,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01440,2026-01-30,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01441,2025-11-19,icloud.com,personal,2025-11-19,60.94,15,stt,stt,sdk,False,,False,,"[27.31, 9.46, 24.17]"
usr_01442,2026-02-23,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01443,2025-12-28,icloud.com,personal,2025-12-28,3.4,4,tts,tts,sdk,False,,False,,"[1.94, 1.46]"
usr_01444,2026-01-07,hotmail.com,personal,2026-01-07,0.65,1,tts,tts,console_only,False,,False,,[0.65]
usr_01445,2026-01-14,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01446,2026-02-13,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01447,2025-09-10,yahoo.com,personal,2025-09-10,0.62,1,tts,tts,console_only,False,,False,,"[0.31, 0.17, 0.04, 0.03, 0.07]"
usr_01448,2025-11-13,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01449,2026-01-07,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01450,2026-02-24,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01451,2025-11-25,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01452,2025-12-19,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01453,2025-10-14,aol.com,personal,2025-10-14,1.01,2,stt,stt,sdk,False,,False,,"[0.21, 0.38, 0.13, 0.29]"
usr_01454,2025-10-08,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01455,2025-12-25,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01456,2026-01-03,outlook.com,personal,2026-01-03,45.65,12,voice_agent,"tts,voice_agent",sdk,False,,False,,[45.65]
usr_01457,2025-10-27,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01458,2026-01-26,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01459,2025-10-20,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01460,2026-02-08,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01461,2025-10-15,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01462,2026-01-29,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01463,2026-01-12,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01464,2025-12-26,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01465,2025-09-03,icloud.com,personal,2025-09-05,6.98,3,stt,"stt,voice_agent",sdk,False,,False,,"[2.22, 1.82, 0.84, 1.11, 0.99]"
usr_01466,2026-02-17,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01467,2025-11-12,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01468,2025-10-10,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01469,2025-10-21,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01470,2025-11-30,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01471,2025-09-26,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01472,2025-12-21,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01473,2025-10-22,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01474,2025-09-22,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01475,2025-12-21,telcopartner.net,business,,0.0,0,,,none,False,,False,,[]
usr_01476,2025-12-01,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01477,2025-12-28,bankone.com,business,2025-12-29,8.44,2,audio_intelligence,audio_intelligence,sdk,False,,False,,"[4.54, 3.9]"
usr_01478,2025-12-28,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01479,2025-09-22,audioproc.io,business,,0.0,0,,,none,False,,False,,[]
usr_01480,2025-11-14,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01481,2026-01-28,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01482,2026-01-11,voicefirst.ai,business,,0.0,0,,,none,False,,False,,[]
usr_01483,2026-02-11,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01484,2025-09-02,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01485,2025-09-01,dialogflow.dev,business,2025-09-01,0.48,1,stt,stt,console_only,False,,False,,"[0.12, 0.13, 0.14, 0.05, 0.02, 0.02]"
usr_01486,2026-02-22,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01487,2026-02-10,healthtech.org,business,,0.0,0,,,none,False,,False,,[]
usr_01488,2026-02-27,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01489,2025-09-26,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01490,2025-12-08,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01491,2025-10-08,cloudops.com,business,2025-10-08,1.31,4,stt,stt,console_only,False,,False,,"[0.77, 0.21, 0.16, 0.17]"
usr_01492,2026-01-07,dialogflow.dev,business,,0.0,0,,,none,False,,False,,[]
usr_01493,2026-02-15,saasplatform.com,business,,0.0,0,,,none,False,,False,,[]
usr_01494,2025-10-06,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01495,2025-09-18,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01496,2026-02-03,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01497,2026-02-16,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01498,2026-01-27,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01499,2025-09-08,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01500,2026-01-06,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01501,2025-10-31,dialogflow.dev,business,2025-11-05,0.68,1,stt,stt,console_only,False,,False,,"[0.31, 0.08, 0.08, 0.21]"
usr_01502,2025-10-05,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01503,2026-01-04,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01504,2025-12-21,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01505,2025-09-07,icloud.com,personal,2025-09-07,0.02,1,tts,tts,direct_api,False,,False,,"[0.01, 0.01, 0.0, 0.0, 0]"
usr_01506,2025-12-31,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01507,2025-10-06,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01508,2025-09-19,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01509,2025-10-01,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01510,2025-10-28,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01511,2026-02-28,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01512,2025-09-20,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01513,2026-01-07,protonmail.com,personal,2026-01-09,198.49,8,stt,"stt,tts",sdk,False,,False,,[198.49]
usr_01514,2026-01-19,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01515,2025-09-16,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01516,2026-02-04,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01517,2025-09-19,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01518,2026-01-20,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01519,2025-09-10,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01520,2025-11-17,yahoo.com,personal,2025-11-17,42.45,10,tts,tts,direct_api,False,,False,,"[8.8, 13.22, 20.43]"
usr_01521,2026-02-27,yahoo.com,personal,2026-02-27,9.13,2,stt,stt,direct_api,False,,False,,[9.13]
usr_01522,2026-01-29,dataflow.io,business,,0.0,0,,,none,False,,False,,[]
usr_01523,2026-01-24,speechlab.com,business,2026-01-30,0.29,1,audio_intelligence,audio_intelligence,console_only,False,,False,,[0.29]
usr_01524,2026-02-16,edtech.edu,business,,0.0,0,,,none,False,,False,,[]
usr_01525,2025-12-01,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01526,2025-12-03,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01527,2025-11-08,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01528,2025-12-15,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01529,2025-10-06,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01530,2025-10-24,voicefirst.ai,business,,0.0,0,,,none,False,,False,,[]
usr_01531,2026-02-26,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01532,2026-01-06,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01533,2025-09-22,smartassist.ai,business,,0.0,0,,,none,False,,False,,[]
usr_01534,2025-12-08,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01535,2025-12-20,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01536,2025-11-29,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01537,2025-11-07,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01538,2026-02-07,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01539,2025-09-15,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01540,2026-02-21,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01541,2026-01-24,hotmail.com,personal,2026-01-24,46.99,4,tts,tts,direct_api,False,,False,,[46.99]
usr_01542,2025-11-15,outlook.com,personal,2025-11-15,0.26,1,voice_agent,voice_agent,console_only,False,,False,,"[0.12, 0.07, 0.07]"
usr_01543,2025-09-05,outlook.com,personal,2025-09-05,6.01,4,stt,stt,console_only,False,,False,,"[1.87, 1.84, 0.75, 0.35, 1.2]"
usr_01544,2026-01-05,saasplatform.com,business,2026-01-06,0.05,1,tts,tts,console_only,False,,False,,[0.05]
usr_01545,2025-11-06,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01546,2025-11-30,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01547,2025-09-20,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01548,2025-11-23,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01549,2026-02-12,hotmail.com,personal,2026-02-12,23.4,8,tts,tts,direct_api,False,,False,,[23.4]
usr_01550,2025-11-14,protonmail.com,personal,2025-11-26,38.51,5,stt,stt,sdk,False,,False,,"[17.82, 5.38, 15.31]"
usr_01551,2025-10-28,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01552,2026-01-16,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01553,2026-02-03,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01554,2025-10-20,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01555,2025-12-02,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01556,2025-11-01,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01557,2026-01-08,enterprise.co,business,,0.0,0,,,none,False,,False,,[]
usr_01558,2025-12-17,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01559,2026-01-16,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01560,2026-02-03,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01561,2025-12-14,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01562,2025-10-21,outlook.com,personal,2025-10-21,0.56,1,voice_agent,voice_agent,console_only,False,,False,,"[0.21, 0.17, 0.11, 0.07]"
usr_01563,2025-12-09,hotmail.com,personal,2025-12-11,0.9,1,tts,tts,sdk,False,,False,,"[0.2, 0.7]"
usr_01564,2025-12-24,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01565,2025-11-14,icloud.com,personal,2025-11-14,46.65,10,stt,stt,direct_api,False,,False,,"[20.41, 9.13, 17.11]"
usr_01566,2026-01-09,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01567,2025-11-16,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01568,2026-01-27,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01569,2025-10-16,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01570,2025-10-24,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01571,2025-09-26,yahoo.com,personal,2025-09-26,0.89,1,stt,stt,sdk,False,,False,,"[0.45, 0.25, 0.09, 0.03, 0.07]"
usr_01572,2025-10-14,dialogflow.dev,business,2025-10-15,1.5,4,tts,tts,console_only,False,,False,,"[0.48, 0.25, 0.37, 0.4]"
usr_01573,2025-11-07,healthtech.org,business,,0.0,0,,,none,False,,False,,[]
usr_01574,2025-11-30,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01575,2025-11-23,startupxyz.com,business,,0.0,0,,,none,False,,False,,[]
usr_01576,2025-09-19,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01577,2025-09-26,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01578,2026-01-21,icloud.com,personal,2026-01-22,8.85,2,tts,tts,sdk,False,,False,,[8.85]
usr_01579,2025-11-12,saasplatform.com,business,,0.0,0,,,none,False,,False,,[]
usr_01580,2025-10-25,voiceapp.ai,business,,0.0,0,,,none,False,,False,,[]
usr_01581,2025-09-10,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01582,2025-10-31,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01583,2025-11-16,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01584,2026-02-09,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01585,2025-10-27,dialogflow.dev,business,,0.0,0,,,none,False,,False,,[]
usr_01586,2025-12-24,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01587,2025-11-21,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01588,2026-01-02,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01589,2025-10-31,edtech.edu,business,,0.0,0,,,none,False,,False,,[]
usr_01590,2025-09-16,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01591,2025-12-10,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01592,2025-11-08,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01593,2025-11-18,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01594,2025-10-23,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01595,2025-11-24,bankone.com,business,2025-12-03,88.34,24,stt,stt,sdk,False,,False,,"[36.59, 30.74, 21.01]"
usr_01596,2025-11-14,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01597,2025-11-03,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01598,2026-01-13,buildco.dev,business,,0.0,0,,,none,False,,False,,[]
usr_01599,2025-09-07,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01600,2025-10-02,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01601,2025-11-09,gmail.com,personal,2025-11-13,31.67,4,stt,stt,sdk,False,,False,,"[11.29, 10.85, 9.53]"
usr_01602,2025-09-06,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01603,2026-02-15,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01604,2025-12-14,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01605,2026-01-08,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01606,2025-12-05,icloud.com,personal,2025-12-05,259.6,21,stt,stt,sdk,False,,False,,"[63.23, 196.37]"
usr_01607,2025-09-22,finserv.co,business,,0.0,0,,,none,False,,False,,[]
usr_01608,2025-09-22,logistix.io,business,,0.0,0,,,none,False,,False,,[]
usr_01609,2025-10-30,aiventures.ai,business,,0.0,0,,,none,False,,False,,[]
usr_01610,2025-10-09,analyticshub.io,business,,0.0,0,,,none,False,,True,2024-11-26,[]
usr_01611,2026-01-04,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01612,2025-12-28,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01613,2025-09-21,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01614,2025-09-04,voicefirst.ai,business,2025-09-04,55.68,19,stt,stt,direct_api,False,,False,,"[21.99, 16.83, 7.06, 3.53, 6.27]"
usr_01615,2026-02-21,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01616,2026-02-14,govcloud.gov,business,,0.0,0,,,none,False,,False,,[]
usr_01617,2025-12-05,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01618,2025-11-24,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01619,2025-10-13,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01620,2025-10-16,voiceapp.ai,business,,0.0,0,,,none,False,,False,,[]
usr_01621,2025-10-22,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01622,2026-02-07,yahoo.com,personal,2026-02-11,127.46,20,tts,tts,direct_api,False,,False,,[127.46]
usr_01623,2026-02-16,insuretech.co,business,2026-02-18,2.14,4,stt,stt,console_only,False,,False,,[2.14]
usr_01624,2026-02-05,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01625,2025-10-30,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01626,2025-10-07,smartassist.ai,business,2025-10-07,113.7,34,tts,tts,sdk,False,,False,,"[28.07, 36.31, 17.31, 32.01]"
usr_01627,2026-01-12,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01628,2025-10-13,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01629,2025-12-21,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01630,2025-10-01,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01631,2025-12-03,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01632,2025-10-25,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01633,2025-09-03,enterprise.co,business,,0.0,0,,,none,False,,False,,[]
usr_01634,2025-09-25,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01635,2025-11-09,edtech.edu,business,,0.0,0,,,none,False,,False,,[]
usr_01636,2026-02-28,icloud.com,personal,2026-03-01,199.72,2,stt,stt,sdk,False,,False,,[199.72]
usr_01637,2025-09-27,acme.com,business,,0.0,0,,,none,False,,False,,[]
usr_01638,2025-10-16,yahoo.com,personal,2025-10-18,1.56,1,tts,tts,console_only,False,,False,,"[0.72, 0.42, 0.14, 0.28]"
usr_01639,2026-03-01,insuretech.co,business,,0.0,0,,,none,False,,False,,[]
usr_01640,2026-02-18,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01641,2025-10-20,protonmail.com,personal,2025-10-20,0.05,1,voice_agent,voice_agent,sdk,False,,False,,"[0.03, 0.01, 0.0, 0.01]"
usr_01642,2026-02-26,nlpworks.com,business,,0.0,0,,,none,False,,False,,[]
usr_01643,2025-09-23,insuretech.co,business,,0.0,0,,,none,False,,False,,[]
usr_01644,2025-09-03,enterprise.co,business,,0.0,0,,,none,False,,False,,[]
usr_01645,2025-11-18,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01646,2025-10-04,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01647,2025-10-06,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01648,2025-10-22,govcloud.gov,business,,0.0,0,,,none,False,,False,,[]
usr_01649,2025-11-30,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01650,2026-02-09,yahoo.com,personal,2026-02-12,9.94,4,stt,stt,console_only,False,,False,,[9.94]
usr_01651,2026-01-07,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01652,2025-10-24,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01653,2026-01-11,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01654,2025-11-22,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01655,2025-11-22,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01656,2025-10-11,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01657,2025-10-18,hotmail.com,personal,2025-10-18,27.56,11,stt,stt,sdk,False,,False,,"[10.31, 6.21, 5.89, 5.15]"
usr_01658,2026-02-21,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01659,2026-01-08,dataflow.io,business,,0.0,0,,,none,False,,False,,[]
usr_01660,2025-09-08,finserv.co,business,,0.0,0,,,none,False,,False,,[]
usr_01661,2026-01-13,insuretech.co,business,,0.0,0,,,none,False,,False,,[]
usr_01662,2025-09-14,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01663,2025-11-28,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01664,2025-10-22,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01665,2025-10-23,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_01666,2025-12-05,finserv.co,business,,0.0,0,,,none,False,,False,,[]
usr_01667,2026-02-26,aiventures.ai,business,,0.0,0,,,none,False,,False,,[]
